"year","doy","hour","zen","solar","netsolar","dw_solar","up_solar","temp","rh","windspeed","precip","day_length"
2006,1,0,161.491,0.966,0,0,0.01,-0.4,0.91505,3.675,0,8
2006,1,1,154.3555,1.357,0,0,0,-0.22,0.9157,4.205,0,8.00016869506426
2006,1,2,144.0965,1.357,0,0,0,-0.135,0.9263,3.825,0,8.00040708192644
2006,1,3,132.8575,1.426,0,0,0,0.215,0.92205,4.26,0,8.00066015819126
2006,1,4,121.4055,1.403,0,0,0,0.29,0.92335,4.345,0,8.00091016968884
2006,1,5,110.0975,1.449,0,0,0,0.63,0.91255,5.13,0,8.00113763974482
2006,1,6,99.2015,1.357,0,0,0.04,1.055,0.88615,5.745,0,8.00132615175287
2006,1,7,88.7675,18.676,5.28,6.105,2.36,0.86,0.8975,5.685,0,8.00786736867841
2006,1,8,79.7395,109.02,38.56,49.635,12.89,1.045,0.89465,5.985,0,8.32251118294995
2006,1,9,72.111,174.777,61.04,79.175,19.36,1.855,0.86025,7.02,0,8.32652833931037
2006,1,10,66.503,221.72,75.46,98.115,24.255,2.795,0.8145,7.86,0,8.32655078139055
2006,1,11,63.505,341.044,118.015,155.23,38.735,4.655,0.75545,8.655,0,8.32655081206276
2006,1,12,63.493,367.195,128.645,169.82,42.94,6.65,0.70975,8.61,0,8.32655084791639
2006,1,13,66.472,251.804,85.235,111.79,28.615,7.905,0.7009,7.165,0,8.32655100639483
2006,1,14,72.064,133.745,44.905,57.315,14.9,8.615,0.7332,7.385,0,8.32655095038479
2006,1,15,79.6815,64.078,20.635,24.6,6.85,8.71,0.74425,8.46,0,8.32654984829205
2006,1,16,88.7035,6.279,1.29,0.63,0.57,8.745,0.7821,8.305,0,8.03790033532352
2006,1,17,99.125,0.621,0,0,0.02,9.115,0.80145,7.68,0,8.00094821421538
2006,1,18,110.018,0.943,0,0,0,9.105,0.81395,6.75,0,8.00060300738192
2006,1,19,121.323,1.219,0,0,0,9.405,0.8431,6.915,0,8.00049679068282
2006,1,20,132.7715,1.334,0,0,0,9.62,0.85055,7.38,0,8.00044093940619
2006,1,21,144.0035,1.495,0,0,0,9.94,0.8625,6.96,0,8.00044655687677
2006,1,22,154.2575,1.817,0,0,0,10.565,0.8835,6.89,0,8.00052180372687
2006,1,23,161.3945,2.323,0,0,0.13,10.4,0.9137,6.16,0,8.0006813032951
